"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"hsa-mir-484",250.314036753256,0.547267943193028,0.0925463514188948,2.86038127489257e-09,6.18133241608141e-09
"hsa-mir-485",15.5193211115789,-0.19107792574657,0.135951313175341,7.7336743768006e-09,1.59683155148514e-08
"hsa-mir-486-1",775.160653154054,-4.79175291246129,0.194951551209208,5.60872250428497e-134,1.43022423859267e-131
"hsa-mir-486-2",769.977787787974,-4.77788064697967,0.19605051302279,9.20771051039932e-132,1.56531078676788e-129
"hsa-mir-487a",5.23748607883362,-0.44170701421383,0.149037871528039,1.53867500809967e-08,3.11398513543982e-08
"hsa-mir-487b",18.3844042827996,-0.7324690666875,0.147233297318733,5.47118345482222e-07,1.01097955143454e-06
"hsa-mir-488",1.34165827048549,-1.01449590830011,0.279341389082877,0.000188842299261945,0.000278351365964138
"hsa-mir-489",1.35585591144888,-0.649264538316149,0.24466586262486,0.00695595313709201,0.0089811040504226
"hsa-mir-491",13.4582577541049,-0.712411950133433,0.0997178618969694,6.14947262380489e-13,1.68614571943037e-12
"hsa-mir-493",30.6433699657615,1.81315645043605,0.143856948360755,1.19542353329919e-20,4.76301564048896e-20
"hsa-mir-494",6.5872721016337,-0.943915666612219,0.158443612031125,1.76870416913446e-09,3.88809968214903e-09
"hsa-mir-495",31.1736111744312,-0.967641208464489,0.133391224568584,9.86134380155187e-23,4.22629020066509e-22
"hsa-mir-496",8.50295513621444,-0.308243744415521,0.170780192332937,0.0679682072298272,0.0800549323030297
"hsa-mir-497",108.970573998795,-1.32262434974653,0.0911669325567163,6.16204340217634e-48,9.52315798518161e-47
"hsa-mir-4999",2.18122381861403,0.297462749511582,0.183373800981461,0.102376858591014,0.118934391529424
"hsa-mir-499a",0.794155731378953,-2.61162826145805,0.205115537474574,0.734352354563343,0.747544313028553
"hsa-mir-5000",6.2396598408113,-0.131477636667701,0.115894296316098,0.251660984819316,0.277207564271816
"hsa-mir-5001",1.51932588800097,1.41208472562307,0.210567083666528,1.30975963699153e-11,3.32327072072477e-11
"hsa-mir-500a",665.871310068816,0.414253328994168,0.0840671771097872,7.83405307469073e-07,1.43718239859434e-06
"hsa-mir-500b",12.8821309720959,0.781488545252511,0.109575375667865,7.60343052253569e-13,2.06263274813468e-12
"hsa-mir-501",142.959035038887,0.482173484482614,0.094680711980675,2.99092122278228e-07,5.65473874274615e-07
"hsa-mir-5010",2.1806642272427,-0.683116124789157,0.144908162541401,2.2539436992927e-06,3.96383202289406e-06
"hsa-mir-502",23.1444220418317,0.40769958342748,0.0796717051214623,3.08761485973524e-07,5.78927786200358e-07
"hsa-mir-503",37.3713845870455,1.28782522770327,0.149123249331339,2.40457140063823e-18,8.34239057364284e-18
"hsa-mir-504",5.89285178840334,-0.095433075313477,0.173218252628441,0.575838680372993,0.593288337353993
"hsa-mir-505",172.24395158987,0.423365107134087,0.110086270277233,0.000127371756370124,0.00019218815310285
"hsa-mir-506",0.270150853922093,4.17747119600775,0.70918152780454,0.18945448941501,0.214239001334047
"hsa-mir-508",21.21313212071,2.83853997724652,0.193722075839174,0.0115604826919617,0.0147028582865348
"hsa-mir-509-1",4.23159515745056,2.18429075320831,0.174986776586601,0.0269551314267724,0.0332859976456511
"hsa-mir-509-2",4.19014048946062,2.21346515624248,0.169486979006715,0.0127403866876177,0.0161230700016998
"hsa-mir-509-3",4.38420473035108,2.43171434049261,0.171680949089903,0.0362030026170089,0.0439357286114055
"hsa-mir-511",44.0750682863823,-1.50070523595135,0.141669032126351,1.45353662468604e-26,7.33964038207805e-26
"hsa-mir-512-1",1.41553980498072,0.859023228212712,0.320527403993579,0.00523074366227394,0.00692903705911613
"hsa-mir-514a-1",2.77138327487967,3.16547252556479,0.269242409590238,0.000183805060447847,0.000273296154018665
"hsa-mir-514a-2",2.75606165485159,3.16858315042697,0.266177204368654,0.00018517657306455,0.000274535035648025
"hsa-mir-514a-3",2.61383823589147,3.21323928625759,0.266828296719534,0.000129185398711581,0.000194349714875829
"hsa-mir-516a-1",5.25917447554679,4.28732272291318,0.385820716749893,1.74492482052331e-15,5.32881232614903e-15
"hsa-mir-516a-2",5.13606897348891,4.20894431489204,0.397965156695526,2.6424118710355e-14,7.69924156914926e-14
"hsa-mir-517a",1.97701421587216,-0.184839152843199,0.285377034200389,0.502891641296643,0.523417830737322
"hsa-mir-517b",1.97701421587216,-0.184839152843199,0.285377034200389,0.502891641296643,0.523417830737322
"hsa-mir-5187",1.39762242337201,-0.376259336521257,0.173165917425565,0.0272041478144881,0.0335123560033549
"hsa-mir-518a-2",0.668472699385624,1.97783667488541,0.462837538225557,0.0165644460975057,0.0207055576218821
"hsa-mir-518b",1.46021733749151,0.273113093995913,0.303841903635452,0.997210175788024,0.997210175788024
"hsa-mir-518c",1.66832433288699,0.567051845895813,0.294792337371481,0.293752623385099,0.320115038304275
"hsa-mir-518e",1.27685626297353,1.94375786101268,0.412221720906889,0.00123586952192145,0.00173157542906577
"hsa-mir-518f",1.21154770965145,0.754653532572964,0.34006418113736,0.242070423331916,0.26780025140841
"hsa-mir-519a-1",15.4388482124992,5.01206884557525,0.340715884605421,1.67860934968533e-25,8.0008483022385e-25
"hsa-mir-519a-2",4.18219395480769,3.61328476938724,0.352625322092336,3.34169484514064e-14,9.62861226565947e-14
"hsa-mir-520a",2.49989259998785,0.333491531710932,0.272255224199325,0.789205594505467,0.798808626386674
"hsa-mir-520b",1.4687223675478,2.00373354677791,0.320310350698951,0.000502732795214166,0.000720207094267484
"hsa-mir-522",4.18097344499896,5.20178369386916,0.500296398380184,9.06895480426325e-19,3.23438248263934e-18
"hsa-mir-526b",4.96664531616947,0.605827167928443,0.231418914998749,0.983180722493415,0.985112315268451
"hsa-mir-527",0.85425410442472,2.76702574173072,0.491659253784122,0.000556507852570982,0.000792790516232404
"hsa-mir-532",2055.04238577965,0.340330646464458,0.0765217903406647,8.9357948584169e-06,1.48929914306948e-05
"hsa-mir-539",37.165036824439,-0.820817340614726,0.135322712266437,9.34380076772273e-10,2.09926801389365e-09
"hsa-mir-541",2.18329520148249,-0.675206466195934,0.22437426630923,0.00206499156307618,0.00283866764735539
"hsa-mir-542",703.210631216005,0.122205905703554,0.129096496135987,0.343756554283664,0.369085984599302
"hsa-mir-543",4.33019580094783,-0.134066177738121,0.152367556847979,1.62042415556274e-05,2.63189910616878e-05
"hsa-mir-545",1.98729951464311,1.31803421659887,0.202963156079046,3.55769779275406e-11,8.72320131877197e-11
"hsa-mir-548b",4.38813022976006,0.56514571953451,0.194884121366873,0.00307807091068356,0.00417504299055483
"hsa-mir-548s",1.41825736125762,0.717227236386174,0.240974816676744,0.00189437919846691,0.0026203899399465
"hsa-mir-548v",3.62066467424771,0.534970724078964,0.167949295368125,0.00107317205551836,0.00151611564630017
"hsa-mir-550a-1",7.88616455184964,0.248581931803959,0.145437840225404,0.0861905772661246,0.100588545550855
"hsa-mir-550a-2",7.7962221898043,0.177491138026404,0.14310456219021,0.213634391309408,0.239985769973124
"hsa-mir-550a-3",4.53069261229596,-0.203787339247066,0.151665888466326,0.177217917554877,0.200846973228861
"hsa-mir-551a",1.83441900739667,1.85450210443266,0.31250626340628,1.63390878613778e-07,3.18050946919949e-07
"hsa-mir-551b",9.83690069251876,-1.95137789568704,0.178152609359674,2.19288951500884e-28,1.20255231468227e-27
"hsa-mir-556",2.16675094141382,1.59984211247412,0.262020928096354,2.96321507541296e-10,6.9964800391695e-10
"hsa-mir-5586",9.30790102313006,1.13667383425262,0.134522434483363,1.41511277281812e-17,4.87640212254893e-17
"hsa-mir-5683",65.8216007010472,-2.66271379214017,0.200585260491741,7.63342770694057e-41,7.20934838988831e-40
"hsa-mir-5684",1.53909606014979,1.28462256903985,0.217581056808162,1.43189302392068e-09,3.17506713999803e-09
"hsa-mir-5694",1.69793019703502,1.41117505918588,0.405639746703916,0.000158538620325427,0.000237110546527765
"hsa-mir-5698",3.489584522718,-0.239847637585697,0.208679415693075,0.0433050001851197,0.0520885615434222
"hsa-mir-5699",2.11354972609438,1.2582113189799,0.184749154259339,5.14678264659704e-12,1.34608161526384e-11
"hsa-mir-570",1.55493197958129,0.977684979197243,0.242437422143968,3.95144667670806e-05,6.20073170806496e-05
"hsa-mir-574",359.319249479338,-0.462771643816201,0.0869533649952579,8.65617171186371e-08,1.69143585174348e-07
"hsa-mir-576",43.360074128765,0.562768838537379,0.110698108160266,2.99368521674796e-07,5.65473874274615e-07
"hsa-mir-577",61.7392319244735,2.78793798104344,0.306249256437369,1.04041027929889e-20,4.21118446382883e-20
"hsa-mir-579",1.92780489722639,1.36609422524329,0.213001330503327,7.85990080459565e-11,1.89082519355839e-10
"hsa-mir-581",1.46444798912028,0.335876430014265,0.172062651665377,0.0475141279669853,0.0568831109463909
"hsa-mir-582",514.530504538992,0.758304263080915,0.131874280541119,6.25815917812846e-09,1.31289015173677e-08
"hsa-mir-584",271.993253106812,-0.495868585254949,0.163272922205302,0.00205827220055451,0.00283707789806162
"hsa-mir-585",2.84578291456112,-1.87244494192257,0.167755164099663,8.79820779710651e-30,4.93086371046628e-29
"hsa-mir-589",173.035884606858,0.455377973649982,0.0837259332313589,4.65457656018692e-08,9.27278924099738e-08
"hsa-mir-590",57.038644855791,1.5051944360353,0.105212452903488,9.40072526320711e-47,1.29577564438801e-45
"hsa-mir-592",8.84091993580556,4.57452516825267,0.270146564062746,2.62859472520251e-70,8.378645686583e-69
"hsa-mir-598",43.2499517532974,0.338569645276549,0.124264769402526,0.00611204597923714,0.00797223388596149
"hsa-mir-605",1.80815618764913,-1.19131554256103,0.187798772048208,1.2988773670316e-10,3.09545540741176e-10
"hsa-mir-607",1.11948621219907,-1.9893425442701,0.241357131202118,6.42729348470981e-17,2.11478688851742e-16
"hsa-mir-615",26.2974720917517,1.14069025314537,0.14618037970209,2.71528633379302e-15,8.24283351330024e-15
"hsa-mir-616",10.8283820888302,0.627233752302518,0.131436324308551,1.38580758406523e-06,2.47119534221423e-06
"hsa-mir-618",1.60859030122783,0.480700276805067,0.285498937851918,0.073529948495778,0.0864061606747622
"hsa-mir-624",3.03533636637668,-0.24906660444682,0.144086849378361,0.0841924106197377,0.0984819482019868
"hsa-mir-625",674.637043865682,0.139244111095814,0.110321682941295,0.206832415139612,0.232857685918769
"hsa-mir-627",3.82957601339252,-0.159949722198101,0.126917333494429,0.201542769439715,0.227404452243926
"hsa-mir-628",101.877547347678,0.734811394480031,0.144239566967956,2.73358818569047e-07,5.22146057940877e-07
"hsa-mir-629",343.914215162832,0.585681243128411,0.0852010391163404,5.01219544102253e-12,1.31763900769149e-11
"hsa-mir-642a",12.7135824165307,-0.0971162242498833,0.172353769737791,0.567318144495718,0.585692821240519
"hsa-mir-643",1.75375248015778,0.956352168213245,0.187934345599375,3.46510761059405e-07,6.47327795385702e-07
"hsa-mir-6499",1.95425808357824,-0.265933507315574,0.27967436247064,0.320634878340874,0.346448703292046
"hsa-mir-6507",1.49520107417661,-2.55720461179227,0.253316558034217,3.69877855337154e-24,1.64032788019086e-23
"hsa-mir-6509",2.01389457705403,0.593778788706803,0.203482267929223,0.00309304164948396,0.00418422079903665
"hsa-mir-651",6.76037561390444,1.01480272502109,0.137100064843906,7.44613229454784e-14,2.09808147525933e-13
"hsa-mir-6510",43.1993387690973,-0.565436697755858,0.250912967993889,0.0200433738057711,0.0249320015632762
"hsa-mir-6511b-1",5.39222462439746,-0.694036722542818,0.125776411569626,2.78197034603096e-08,5.58584597037712e-08
"hsa-mir-6511b-2",5.53779658235509,-0.674729750986457,0.12711149771358,8.1337114132101e-08,1.5954587772066e-07
"hsa-mir-6514",1.3012469328628,-0.553712725994715,0.171776126125673,0.0011664088317671,0.00163875620992071
"hsa-mir-652",102.565562528678,0.08443925846848,0.117457513618394,0.469946660513492,0.493032457285791
"hsa-mir-653",49.4755992179635,-0.169391901810502,0.141909729042328,0.225876619140792,0.250974021267546
"hsa-mir-654",81.8018957406056,-0.72562730281466,0.140870581799855,8.9918857433704e-14,2.51970424676863e-13
"hsa-mir-655",8.88735985063377,-0.848141916508126,0.145548922695727,4.61665085877049e-09,9.78544312450425e-09
"hsa-mir-656",2.64202115752916,-0.947757164455041,0.166940932272207,1.05309493868551e-08,2.16563878520004e-08
"hsa-mir-659",4.22095058808092,0.920036873305046,0.128696511820377,1.07713150034571e-12,2.89124771145427e-12
"hsa-mir-660",89.2509524479807,0.589835672307139,0.0899331809856066,5.61561082859895e-11,1.36379120123117e-10
"hsa-mir-664a",120.349391924312,-0.265734452924524,0.097867213022071,0.00631819107629987,0.00819917925932044
"hsa-mir-664b",14.1716894541985,-0.410095020603111,0.0962900158522092,1.77760069134859e-05,2.86891250818918e-05
"hsa-mir-665",2.23327008751037,-1.61891522519651,0.182991776236891,4.99114473349076e-19,1.80530766956049e-18
"hsa-mir-671",22.6088779101555,1.15803520071948,0.0902003124252084,3.46665761263309e-38,2.89835308597193e-37
"hsa-mir-6715a",2.37337224939654,-1.78888561233487,0.311566467193891,2.73596015573038e-09,5.93761565711699e-09
"hsa-mir-6716",3.13769024817032,-1.4388981143733,0.137954150535253,6.81955355038186e-26,3.3442041448988e-25
"hsa-mir-6718",1.67966276975091,0.708054975860944,0.18400682614079,0.585130145138194,0.60043536020217
"hsa-mir-6720",2.85678759623304,0.877507548383594,0.25025150687015,0.0180164715086715,0.0224655268201038
"hsa-mir-675",170.696742344443,-1.07439709619911,0.149901348780696,4.22672355142159e-13,1.17153750610055e-12
"hsa-mir-6755",1.71475947671567,0.342334096952954,0.165315459681457,0.0363546617137512,0.0439357286114055
"hsa-mir-676",3.41460698302558,-1.02976946059672,0.12952697139674,1.04583346805474e-15,3.25228700431658e-15
"hsa-mir-6761",3.84258332886248,-0.664460167405842,0.185308861319053,0.000249185750977072,0.000362064766376942
"hsa-mir-6802",1.66122525913084,-0.619051292301821,0.162952106595434,0.000115874014851087,0.000176405216638968
"hsa-mir-6806",2.79969427354261,-0.14856508997156,0.134236577223653,0.265180097300259,0.29146950349813
"hsa-mir-6820",1.91628724907174,-0.466935244138348,0.16706346010419,0.00447985936966562,0.00601244283823543
"hsa-mir-6837",4.09530088566231,-0.374906402571496,0.131233808143141,0.00366885231019466,0.00493697804274216
"hsa-mir-6842",4.69833641293556,0.780692095688265,0.174035580214204,5.25402802929008e-06,8.93184764979314e-06
"hsa-mir-6854",1.96347907188197,1.23064530368207,0.203478342696455,3.53479709234752e-10,8.19430235044198e-10
"hsa-mir-6892",11.1104851305603,-1.36197378026112,0.118456462348444,4.6044383337538e-31,2.76266300025228e-30
"hsa-mir-7-1",85.8790941903341,1.14891833708187,0.111868588298191,4.21131830661107e-25,1.93493003276725e-24
"hsa-mir-7-2",2.2217037970006,0.668777848485022,0.213967975802925,0.00139880767595108,0.00194384717911458
"hsa-mir-7-3",1.78658788534048,2.87655894834781,0.328622011829711,3.22292898305112e-21,1.3255595010936e-20
"hsa-mir-708",331.010366676978,0.646939652535946,0.096534773730347,1.61219446319628e-11,4.04110844288593e-11
"hsa-mir-7156",3.12208223786212,3.28493849153642,0.345383232723449,1.60618474035529e-25,7.72786997718109e-25
"hsa-mir-744",133.38578634124,0.579812957715304,0.0957212301512879,1.14689011614128e-09,2.55420942896093e-09
"hsa-mir-758",73.5601433504462,-0.76613123057925,0.147957509905588,1.70698650219133e-07,3.31012591679688e-07
"hsa-mir-760",8.10646094150874,2.38687382936397,0.198329717686827,2.45395927345599e-34,1.62534964865267e-33
"hsa-mir-766",26.3618816111738,1.0034637578629,0.111266276251666,1.37793697194439e-19,5.16726364479148e-19
"hsa-mir-767",23.3637202740354,7.0273504344124,0.520396228980321,2.37539663688788e-36,1.73064612116117e-35
"hsa-mir-769",77.9834756942482,0.802572684100342,0.0697870740088464,7.83616449609224e-31,4.59361367012303e-30
"hsa-mir-7702",5.44666801438691,-0.0267229068469508,0.228685392700245,0.903615315144171,0.910758519216456
"hsa-mir-7705",2.11499369337919,2.99951180272975,0.271671146219746,2.49107980637876e-33,1.60816544462426e-32
"hsa-mir-7706",5.81351819734668,1.8073297983395,0.165243894717338,6.6478493942492e-29,3.68522085985553e-28
"hsa-mir-874",94.6617236236725,-0.304793920255228,0.0938801765659754,0.00111525412217133,0.00157121437101485
"hsa-mir-877",6.18423404649282,2.21681289367442,0.181464577628421,7.15356629903878e-35,4.86442508334637e-34
"hsa-mir-885",5.55322204356623,1.65596635593112,0.286174515809522,1.20632662831693e-10,2.88838770160392e-10
"hsa-mir-887",21.3184253353815,0.467746088503767,0.156749122929874,0.00251627714562153,0.00343259943063531
"hsa-mir-889",41.269540026392,-0.410248422656365,0.148448277855375,0.00527720335371056,0.00697247075231187
"hsa-mir-891a",8.74860274600687,-0.54388563705808,0.198503728857495,1.2369374262758e-14,3.68911162222607e-14
"hsa-mir-9-1",3981.60974854169,2.73278291222358,0.23366285425258,1.57473502860156e-32,1.0038935807335e-31
"hsa-mir-9-2",3980.06638059777,2.73139601434131,0.233668290922688,1.69323898453093e-32,1.06611343470466e-31
"hsa-mir-9-3",3988.93004099862,2.72590996155378,0.234045560327185,2.80744715751667e-32,1.74609518333354e-31
"hsa-mir-92a-1",15955.1607941929,0.130508628311516,0.108696722498566,0.272128341377089,0.298463342155517
"hsa-mir-92a-2",14506.1157631373,0.104326979517407,0.108744951765618,0.358090622966559,0.383668524607028
"hsa-mir-92b",310.903934938893,1.50427483183964,0.118655742534415,2.15838846386819e-37,1.64295241279519e-36
"hsa-mir-93",13616.4917126078,1.26282315298745,0.0978580328398523,2.40605182514733e-38,2.04514405137523e-37
"hsa-mir-934",44.5225061199256,2.74537099743041,0.338251815292966,3.58743584102794e-17,1.19581194700931e-16
"hsa-mir-935",6.74762301882585,-0.097813923946214,0.209331608613419,0.10622140520499,0.123120265123966
"hsa-mir-937",13.6182080132936,3.2191473916417,0.227270579203932,3.01733414442006e-47,4.52600121663009e-46
"hsa-mir-939",3.43822370515522,1.23485674313669,0.159148994620077,3.64474000286639e-15,1.09989195352773e-14
"hsa-mir-940",13.5910477973061,2.25652812912097,0.166508532136057,2.30999255293964e-42,2.40427796326371e-41
"hsa-mir-942",19.5452675301715,0.360471737511679,0.143184174231089,0.01163894874799,0.0147658305011814
"hsa-mir-944",8.08621589127253,-1.04897369536029,0.235347570168691,0.044839715252171,0.0538076583026052
"hsa-mir-95",9.1431024819211,-0.423004724355119,0.129704401717341,0.425935102453597,0.448815913742427
"hsa-mir-96",69.1540592345249,2.93556063071047,0.130413488720918,9.83592599103504e-114,1.25408056385697e-111
"hsa-mir-98",163.176776562615,0.881352911873825,0.0719400304021754,1.59738627799606e-34,1.07193026549736e-33
"hsa-mir-99a",4026.45302307623,-2.12024478053955,0.116621089439562,2.03757042612713e-74,8.65967431104028e-73
"hsa-mir-99b",110562.020418795,0.611992024954095,0.0909866782701142,1.24873164434169e-08,2.5576431269649e-08
